text,code,task_id,test_setup_code,test_list,challenge_test_list,Error_code,history_json,final_code,reward,time,The number of errors corrected
"Write a function to extract specified number of elements from a given list, which follow each other continuously.","from itertools import groupby 
def extract_elements(numbers, n):
    result = [i for i, j in groupby(numbers) if len(list(j)) == n] 
    return result",898,"Write a function to extract specified number of elements from a given list, which follow each other continuously.","['assert extract_elements([1, 1, 3, 4, 4, 5, 6, 7],2)==[1, 4]', 'assert extract_elements([0, 1, 2, 3, 4, 4, 4, 4, 5, 7],4)==[4]', 'assert extract_elements([0,0,0,0,0],5)==[0]']",[],"def extract_consecutive_elements(lst, count):
    if not lst or count <= 0:
        return []
    
    result = []
    consecutive_count = 0
    
    for i in range(len(lst)):
        if i > 0 and lst[i] == lst[i-1] + 1:
            consecutive_count += 1
        else:
            consecutive_count = 1
        
        if consecutive_count == count:
            result.append(lst[i])
            consecutive_count = 0
    
    return result",,,,,
Write a python function to check whether an array can be sorted or not by picking only the corner elements.,"def check(arr,n): 
    g = 0 
    for i in range(1,n): 
        if (arr[i] - arr[i - 1] > 0 and g == 1): 
            return False
        if (arr[i] - arr[i] < 0): 
            g = 1
    return True",899,Write a python function to check whether an array can be sorted or not by picking only the corner elements.,"['assert check([3,2,1,2,3,4],6) == True', 'assert check([2,1,4,5,1],5) == True', 'assert check([1,2,2,1,2,3],6) == True']",[],,,,,,
Write a function where a string will start with a specific number.,"import re
def match_num(string):
    text = re.compile(r""^5"")
    if text.match(string):
        return True
    else:
        return False",900,Write a function where a string will start with a specific number.,"[""assert match_num('5-2345861')==True"", ""assert match_num('6-2345861')==False"", ""assert match_num('78910')==False""]",[],"def starts_with_number(string, target_number):
    # Convert the target number to a string
    target_number_str = str(target_number)

    # Check if the string starts with the target number
    return string.startswith(target_number_str)",,,,,
Write a function to find the smallest multiple of the first n numbers.,"def smallest_multiple(n):
    if (n<=2):
      return n
    i = n * 2
    factors = [number  for number in range(n, 1, -1) if number * 2 > n]
    while True:
        for a in factors:
            if i % a != 0:
                i += n
                break
            if (a == factors[-1] and i % a == 0):
                return i",901,Write a function to find the smallest multiple of the first n numbers.,"['assert smallest_multiple(13)==360360', 'assert smallest_multiple(2)==2', 'assert smallest_multiple(1)==1']",[],"def smallest_multiple(n):
    # Initialize the smallest multiple with the value of n
    multiple = n
    
    # Iterate from 2 to n
    for i in range(2, n + 1):
        # Find the least common multiple (LCM) of multiple and i
        lcm = (multiple * i) // math.gcd(multiple, i)
        
        # Update the smallest multiple if the LCM is larger
        multiple = lcm
    
    return multiple",,,,,
Write a function to combine two dictionaries by adding values for common keys.,"from collections import Counter
def add_dict(d1,d2):
   add_dict = Counter(d1) + Counter(d2)
   return add_dict",902,Write a function to combine two dictionaries by adding values for common keys.,"[""assert add_dict({'a': 100, 'b': 200, 'c':300},{'a': 300, 'b': 200, 'd':400})==({'b': 400, 'd': 400, 'a': 400, 'c': 300}) "", ""assert add_dict({'a': 500, 'b': 700, 'c':900},{'a': 500, 'b': 600, 'd':900})==({'b': 1300, 'd': 900, 'a': 1000, 'c': 900}) "", ""assert add_dict({'a':900,'b':900,'d':900},{'a':900,'b':900,'d':900})==({'b': 1800, 'd': 1800, 'a': 1800})""]",[],"def add_dicts(dict1, dict2):
    result = {}
    for key in dict1:
        result[key] = dict1[key] + (dict2[key] if key in dict2 else 0)
    for key in dict2:
        if key not in result:
            result[key] = dict2[key]
    return result",,,,,
Write a python function to count the total unset bits from 1 to n.,"def count_Unset_Bits(n) :  
    cnt = 0;  
    for i in range(1,n + 1) : 
        temp = i;  
        while (temp) :  
            if (temp % 2 == 0) : 
                cnt += 1;  
            temp = temp // 2;  
    return cnt;  ",903,Write a python function to count the total unset bits from 1 to n.,"['assert count_Unset_Bits(2) == 1', 'assert count_Unset_Bits(5) == 4', 'assert count_Unset_Bits(14) == 17']",[],,,,,,
Write a function to return true if the given number is even else return false.,"def even_num(x):
  if x%2==0:
     return True
  else:
    return False",904,Write a function to return true if the given number is even else return false.,"['assert even_num(13.5)==False', 'assert even_num(0)==True', 'assert even_num(-9)==False']",[],"def is_even(number):
    return number % 2 == 0",,,,,
Write a python function to find the sum of squares of binomial co-efficients.,"def factorial(start,end): 
    res = 1 
    for i in range(start,end + 1): 
        res *= i      
    return res 
def sum_of_square(n): 
   return int(factorial(n + 1, 2 * n)  /factorial(1, n)) ",905,Write a python function to find the sum of squares of binomial co-efficients.,"['assert sum_of_square(4) == 70', 'assert sum_of_square(5) == 252', 'assert sum_of_square(2) == 6']",[],"def sum_of_squares_binomial_coefficients(n):
    # Calculate the sum of squares of binomial coefficients using the formula
    # sum(C(n, k)^2) for k from 0 to n
    return sum(binomial_coefficient(n, k) ** 2 for k in range(n + 1))


def binomial_coefficient(n, k):
    # Calculate the binomial coefficient C(n, k) using the formula
    # n! / (k! * (n - k)!)
    from math import factorial
    return factorial(n) // (factorial(k) * factorial(n - k))",,,,,
"Write a function to extract year, month and date from a url by using regex.","import re
def extract_date(url):
        return re.findall(r'/(\d{4})/(\d{1,2})/(\d{1,2})/', url)",906,"Write a function to extract year, month and date from a url by using regex.","['assert extract_date(""https://www.washingtonpost.com/news/football-insider/wp/2016/09/02/odell-beckhams-fame-rests-on-one-stupid-little-ball-josh-norman-tells-author/"") == [(\'2016\', \'09\', \'02\')]', 'assert extract_date(""https://www.indiatoday.in/movies/celebrities/story/wp/2020/11/03/odeof-sushant-singh-rajput-s-death-his-brother-in-law-shares-advice-for-fans-1749646/"") == [(\'2020\', \'11\', \'03\')]', 'assert extract_date(""https://economictimes.indiatimes.com/news/economy/2020/12/29/finance/pension-assets-under-pfrda-touch-rs-5-32-lakh-crore/articleshow/79736619.cms"") == [(\'2020\', \'12\', \'29\')]']",[],"import re

def extract_date_from_url(url):
    pattern = r'\d{4}/\d{2}/\d{2}'
    match = re.search(pattern, url)
    if match:
        date_str = match.group()
        year, month, day = map(int, date_str.split('/'))
        return year, month, day
    else:
        return None, None, None",,,,,
Write a function to print the first n lucky numbers.,"def lucky_num(n):
 List=range(-1,n*n+9,2)
 i=2
 while List[i:]:List=sorted(set(List)-set(List[List[i]::List[i]]));i+=1
 return List[1:n+1]",907,Write a function to print the first n lucky numbers.,"['assert lucky_num(10)==[1, 3, 7, 9, 13, 15, 21, 25, 31, 33] ', 'assert lucky_num(5)==[1, 3, 7, 9, 13]', 'assert lucky_num(8)==[1, 3, 7, 9, 13, 15, 21, 25]']",[],"def print_lucky_numbers(n):
    lucky_numbers = [1]
    current_num = 1
    while len(lucky_numbers) < n:
        current_num += 2
        if all(current_num % x != 0 for x in lucky_numbers):
            lucky_numbers.append(current_num)
    print(lucky_numbers)",,,,,
Write a function to find the fixed point in the given array.,"def find_fixed_point(arr, n): 
	for i in range(n): 
		if arr[i] is i: 
			return i 
	return -1",908,Write a function to find the fixed point in the given array.,"['assert find_fixed_point([-10, -1, 0, 3, 10, 11, 30, 50, 100],9) == 3', 'assert find_fixed_point([1, 2, 3, 4, 5, 6, 7, 8],8) == -1', 'assert find_fixed_point([0, 2, 5, 8, 17],5) == 0']",[],"def find_fixed_point(arr):
    for i, num in enumerate(arr):
        if num == i:
            return num
    return -1",,,,,
Write a function to find the previous palindrome of a specified number.,"def previous_palindrome(num):
    for x in range(num-1,0,-1):
        if str(x) == str(x)[::-1]:
            return x",909,Write a function to find the previous palindrome of a specified number.,"['assert previous_palindrome(99)==88', 'assert previous_palindrome(1221)==1111', 'assert previous_palindrome(120)==111']",[],"def find_previous_palindrome(n):
    if n < 10:
        return 0  # No previous palindrome for single-digit numbers

    # Find the largest palindrome less than or equal to n
    palindrome = str(n)
    while not palindrome == palindrome[::-1]:
        palindrome = str(int(palindrome) - 1)

    return int(palindrome)",,,,,
Write a function to validate a gregorian date.,"import datetime
def check_date(m, d, y):
    try:
        m, d, y = map(int, (m, d, y))
        datetime.date(y, m, d)
        return True
    except ValueError:
        return False",910,Write a function to validate a gregorian date.,"['assert check_date(11,11,2002)==True', 'assert check_date(13,11,2002)==False', ""assert check_date('11','11','2002')==True""]",[],"def is_valid_gregorian_date(year, month, day):
    """"""
    Validates a Gregorian date.
    
    :param year: The year to validate.
    :param month: The month to validate.
    :param day: The day to validate.
    :return: True if the date is valid, False otherwise.
    """"""
    try:
        # Convert inputs to integers
        year = int(year)
        month = int(month)
        day = int(day)
        
        # Check if the year is within the valid range
        if year < 1 or year > 9999:
            return False
        
        # Check if the month is within the valid range
        if month < 1 or month > 12:
            return False
        
        # Check if the day is within the valid range for the given month and year
        if day < 1 or day > 31:
            return False
        
        # Check for February leap year
        if month == 2:
            if (year % 4 == 0 and year % 100 != 0) or (year % 400 == 0):
                # Leap year
                if day > 29:
                    return False
            else:
                # Non-leap year
                if day > 28:
                    return False
        
        # Check for days in April, June, September, and November
        elif month in [4, 6, 9, 11]:
            if day > 30:
                return False
        
        # All other months have 31 days
        
        return True
    
    except ValueError:
        # Inputs were not integers
        return False",,,,,
Write a function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.,"def maximum_product(nums):
    import heapq
    a, b = heapq.nlargest(3, nums), heapq.nsmallest(2, nums)
    return max(a[0] * a[1] * a[2], a[0] * b[0] * b[1])",911,Write a function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.,"['assert maximum_product( [12, 74, 9, 50, 61, 41])==225700', 'assert maximum_product([25, 35, 22, 85, 14, 65, 75, 25, 58])==414375', 'assert maximum_product([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1])==2520']",[],"import heapq

def max_product_of_three(nums):
    # Create a max heap of the first three elements
    max_heap = [-num for num in nums[:3]]
    heapq.heapify(max_heap)

    # Iterate over the remaining elements
    for num in nums[3:]:
        # Pop the smallest element from the heap
        smallest = -heapq.heappop(max_heap)

        # Add the new element to the heap
        heapq.heappush(max_heap, -num)

        # If the heap size exceeds 3, pop the smallest element again
        if len(max_heap) > 3:
            heapq.heappop(max_heap)

    # The maximum product is the product of the three largest elements
    return -1 * (-max_heap[0]) * (-max_heap[1]) * (-max_heap[2])",,,,,
"Write a function to find ln, m lobb number.","def binomial_coeff(n, k): 
	C = [[0 for j in range(k + 1)] 
			for i in range(n + 1)] 
	for i in range(0, n + 1): 
		for j in range(0, min(i, k) + 1): 
			if (j == 0 or j == i): 
				C[i][j] = 1
			else: 
				C[i][j] = (C[i - 1][j - 1] 
							+ C[i - 1][j]) 
	return C[n][k] 
def lobb_num(n, m): 
	return (((2 * m + 1) *
		binomial_coeff(2 * n, m + n)) 
					/ (m + n + 1))",912,"Write a function to find ln, m lobb number.","['assert int(lobb_num(5, 3)) == 35', 'assert int(lobb_num(3, 2)) == 5', 'assert int(lobb_num(4, 2)) == 20']",[],"def log_base_m(n, m):
    import math
    return math.log(n, m)",,,,,
Write a function to check for a number at the end of a string.,"import re
def end_num(string):
    text = re.compile(r"".*[0-9]$"")
    if text.match(string):
        return True
    else:
        return False",913,Write a function to check for a number at the end of a string.,"[""assert end_num('abcdef')==False"", ""assert end_num('abcdef7')==True"", ""assert end_num('abc')==False""]",[],"def check_number_at_end(s):
    if not s:
        return False
    
    # Iterate over the characters from the end of the string
    for i in range(len(s) - 1, -1, -1):
        # Check if the character is a digit
        if s[i].isdigit():
            # Check if all remaining characters are also digits
            if all(char.isdigit() for char in s[i+1:]):
                return True
        else:
            # If a non-digit character is found before the number, return False
            break
    
    return False",,,,,
Write a python function to check whether the given string is made up of two alternating characters or not.,"def is_Two_Alter(s):  
    for i in range (len( s) - 2) : 
        if (s[i] != s[i + 2]) : 
            return False
    if (s[0] == s[1]): 
        return False
    return True",914,Write a python function to check whether the given string is made up of two alternating characters or not.,"['assert is_Two_Alter(""abab"") == True', 'assert is_Two_Alter(""aaaa"") == False', 'assert is_Two_Alter(""xyz"") == False']",[],"def is_alternating_string(string):
    if len(string) < 2:
        return False

    prev_char = string[0]
    for i in range(1, len(string)):
        if string[i] == prev_char:
            return False
        prev_char = string[i]

    return True",,,,,
Write a function to rearrange positive and negative numbers in a given array using lambda function.,"def rearrange_numbs(array_nums):
  result = sorted(array_nums, key = lambda i: 0 if i == 0 else -1 / i)
  return result ",915,Write a function to rearrange positive and negative numbers in a given array using lambda function.,"['assert rearrange_numbs([-1, 2, -3, 5, 7, 8, 9, -10])==[2, 5, 7, 8, 9, -10, -3, -1]', 'assert rearrange_numbs([10,15,14,13,-18,12,-20])==[10, 12, 13, 14, 15, -20, -18]', 'assert rearrange_numbs([-20,20,-10,10,-30,30])==[10, 20, 30, -30, -20, -10]']",[],"def rearrange_numbers(arr):
    return sorted(arr, key=lambda x: (x < 0, abs(x)))",,,,,
Write a function to find if there is a triplet in the array whose sum is equal to a given value.,"def find_triplet_array(A, arr_size, sum): 
	for i in range( 0, arr_size-2): 
		for j in range(i + 1, arr_size-1): 
			for k in range(j + 1, arr_size): 
				if A[i] + A[j] + A[k] == sum: 
					return  A[i],A[j],A[k] 
					return True
	return False",916,Write a function to find if there is a triplet in the array whose sum is equal to a given value.,"['assert find_triplet_array([1, 4, 45, 6, 10, 8], 6, 22) == (4, 10, 8)', 'assert find_triplet_array([12, 3, 5, 2, 6, 9], 6, 24) == (12, 3, 9)', 'assert find_triplet_array([1, 2, 3, 4, 5], 5, 9) == (1, 3, 5)']",[],"def find_triplet(nums, target_sum):
    nums.sort()  # Sort the array in ascending order
    n = len(nums)
    
    for i in range(n - 2):
        left = i + 1
        right = n - 1
        
        while left < right:
            current_sum = nums[i] + nums[left] + nums[right]
            
            if current_sum == target_sum:
                return (nums[i], nums[left], nums[right])
            elif current_sum < target_sum:
                left += 1
            else:
                right -= 1
    
    return None  # No triplet found",,,,,
Write a function to find the sequences of one upper case letter followed by lower case letters.,"import re
def text_uppercase_lowercase(text):
        patterns = '[A-Z]+[a-z]+$'
        if re.search(patterns, text):
                return 'Found a match!'
        else:
                return ('Not matched!')",917,Write a function to find the sequences of one upper case letter followed by lower case letters.,"['assert text_uppercase_lowercase(""AaBbGg"")==(\'Found a match!\')', 'assert text_uppercase_lowercase(""aA"")==(\'Not matched!\')', 'assert text_uppercase_lowercase(""PYTHON"")==(\'Not matched!\')']",[],"def find_sequences(chars):
    sequences = []
    current_sequence = []
    
    for char in chars:
        if char.isupper():
            if current_sequence:
                sequences.append(''.join(current_sequence))
                current_sequence = []
            current_sequence.append(char)
        elif char.islower():
            current_sequence.append(char)
        else:
            if current_sequence:
                sequences.append(''.join(current_sequence))
                current_sequence = []
    
    if current_sequence:
        sequences.append(''.join(current_sequence))
    
    return sequences",,,,,
Write a function to count coin change.,"def coin_change(S, m, n): 
    table = [[0 for x in range(m)] for x in range(n+1)] 
    for i in range(m): 
        table[0][i] = 1
    for i in range(1, n+1): 
        for j in range(m): 
            x = table[i - S[j]][j] if i-S[j] >= 0 else 0
            y = table[i][j-1] if j >= 1 else 0 
            table[i][j] = x + y   
    return table[n][m-1] ",918,Write a function to count coin change.,"['assert coin_change([1, 2, 3],3,4)==4', 'assert coin_change([4,5,6,7,8,9],6,9)==2', 'assert coin_change([4,5,6,7,8,9],6,4)==1']",[],,,,,,
Write a python function to multiply all items in the list.,"def multiply_list(items):
    tot = 1
    for x in items:
        tot *= x
    return tot",919,Write a python function to multiply all items in the list.,"['assert multiply_list([1,-2,3]) == -6', 'assert multiply_list([1,2,3,4]) == 24', 'assert multiply_list([3,1,2,3]) == 18']",[],,,,,,
Write a function to remove all tuples with all none values in the given tuple list.,"def remove_tuple(test_list):
  res = [sub for sub in test_list if not all(ele == None for ele in sub)]
  return (str(res)) ",920,Write a function to remove all tuples with all none values in the given tuple list.,"[""assert remove_tuple([(None, 2), (None, None), (3, 4), (12, 3), (None, )] ) == '[(None, 2), (3, 4), (12, 3)]'"", ""assert remove_tuple([(None, None), (None, None), (3, 6), (17, 3), (None,1 )] ) == '[(3, 6), (17, 3), (None, 1)]'"", ""assert remove_tuple([(1, 2), (2, None), (3, None), (24, 3), (None, None )] ) == '[(1, 2), (2, None), (3, None), (24, 3)]'""]",[],,,,,,
Write a function to perform chunking of tuples each of size n.,"def chunk_tuples(test_tup, N):
  res = [test_tup[i : i + N] for i in range(0, len(test_tup), N)]
  return (res) ",921,Write a function to perform chunking of tuples each of size n.,"['assert chunk_tuples((10, 4, 5, 6, 7, 6, 8, 3, 4), 3) == [(10, 4, 5), (6, 7, 6), (8, 3, 4)]', 'assert chunk_tuples((1, 2, 3, 4, 5, 6, 7, 8, 9), 2) == [(1, 2), (3, 4), (5, 6), (7, 8), (9,)]', 'assert chunk_tuples((11, 14, 16, 17, 19, 21, 22, 25), 4) == [(11, 14, 16, 17), (19, 21, 22, 25)]']",[],"def chunk_tuples(tuples_list, n):
    chunked_list = []
    current_chunk = []
    
    for item in tuples_list:
        if len(current_chunk) == n:
            chunked_list.append(tuple(current_chunk))
            current_chunk = []
        current_chunk.append(item)
    
    if current_chunk:
        chunked_list.append(tuple(current_chunk))
    
    return chunked_list",,,,,
Write a function to find a pair with the highest product from a given array of integers.,"def max_product(arr): 
    arr_len = len(arr) 
    if (arr_len < 2): 
        return None     
    x = arr[0]; y = arr[1]    
    for i in range(0, arr_len): 
        for j in range(i + 1, arr_len): 
            if (arr[i] * arr[j] > x * y): 
                x = arr[i]; y = arr[j] 
    return x,y   ",922,Write a function to find a pair with the highest product from a given array of integers.,"['assert max_product([1, 2, 3, 4, 7, 0, 8, 4])==(7, 8)', 'assert max_product([0, -1, -2, -4, 5, 0, -6])==(-4, -6)', 'assert max_product([1, 3, 5, 6, 8, 9])==(8,9)']",[],"def max_product_pair(nums):
    nums.sort()  # Sort the array in ascending order
    n = len(nums)
    # The highest product will be either the product of the two largest numbers
    # or the product of the two smallest (negative) numbers
    max_product = max(nums[-1] * nums[-2], nums[0] * nums[1])
    return max_product",,,,,
Write a function to find the length of the shortest string that has both str1 and str2 as subsequences.,"def super_seq(X, Y, m, n):
	if (not m):
		return n
	if (not n):
		return m
	if (X[m - 1] == Y[n - 1]):
		return 1 + super_seq(X, Y, m - 1, n - 1)
	return 1 + min(super_seq(X, Y, m - 1, n),	super_seq(X, Y, m, n - 1))",923,Write a function to find the length of the shortest string that has both str1 and str2 as subsequences.,"['assert super_seq(""AGGTAB"", ""GXTXAYB"", 6, 7) == 9', 'assert super_seq(""feek"", ""eke"", 4, 3) == 5', 'assert super_seq(""PARRT"", ""RTA"", 5, 3) == 6']",[],,,,,,
Write a function to find maximum of two numbers.,"def max_of_two( x, y ):
    if x > y:
        return x
    return y",924,Write a function to find maximum of two numbers.,"['assert max_of_two(10,20)==20', 'assert max_of_two(19,15)==19', 'assert max_of_two(-10,-20)==-10']",[],"def max_of_two(num1, num2):
    return max(num1, num2)",,,,,
Write a python function to calculate the product of all the numbers of a given tuple.,"def mutiple_tuple(nums):
    temp = list(nums)
    product = 1 
    for x in temp:
        product *= x
    return product",925,Write a python function to calculate the product of all the numbers of a given tuple.,"['assert mutiple_tuple((4, 3, 2, 2, -1, 18)) == -864', 'assert mutiple_tuple((1,2,3)) == 6', 'assert mutiple_tuple((-2,-4,-6)) == -48']",[],,,,,,
Write a function to find n-th rencontres number.,"def binomial_coeffi(n, k): 
	if (k == 0 or k == n): 
		return 1
	return (binomial_coeffi(n - 1, k - 1) 
		+ binomial_coeffi(n - 1, k)) 
def rencontres_number(n, m): 
	if (n == 0 and m == 0): 
		return 1
	if (n == 1 and m == 0): 
		return 0
	if (m == 0): 
		return ((n - 1) * (rencontres_number(n - 1, 0)+ rencontres_number(n - 2, 0))) 
	return (binomial_coeffi(n, m) * rencontres_number(n - m, 0))",926,Write a function to find n-th rencontres number.,"['assert rencontres_number(7, 2) == 924', 'assert rencontres_number(3, 0) == 2', 'assert rencontres_number(3, 1) == 3']",[],"def rencontres_number(n, k):
    from math import factorial

    if n < k or k < 0:
        return 0

    # Calculate the rencontres number using the formula
    # (n-1)! * (D(n, k) - D(n, k-1))
    # where D(n, k) is the number of derangements of k elements from n
    derangements_n_k = factorial(n)
    for i in range(1, k):
        derangements_n_k -= factorial(n - i) * rencontres_number(i, i)

    return derangements_n_k

# Helper function to calculate the derangements of n elements
def derangements(n):
    if n == 0:
        return 1
    elif n == 1:
        return 0
    else:
        return (n - 1) * (derangements(n - 1) + derangements(n - 2))",,,,,
Write a function to calculate the height of the given binary tree.,"class Node: 
	def __init__(self, data): 
		self.data = data 
		self.left = None
		self.right = None
def max_height(node): 
	if node is None: 
		return 0 ; 
	else : 
		left_height = max_height(node.left) 
		right_height = max_height(node.right) 
		if (left_height > right_height): 
			return left_height+1
		else: 
			return right_height+1",927,Write a function to calculate the height of the given binary tree.,"['assert (max_height(root)) == 3', 'assert (max_height(root1)) == 5 ', 'assert (max_height(root2)) == 4']",[],,,,,,
Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)
        return change_date_format(dt)",928,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"[""assert change_date_format('2026-01-02')=='02-01-2026'"", ""assert change_date_format('2021-01-04')=='04-01-2021'"", ""assert change_date_format('2030-06-06')=='06-06-2030'""]",[],"def convert_date_format(date_str):
    year, month, day = map(int, date_str.split('-'))
    return f""{day:02d}-{month:02d}-{year}""",,,,,
Write a function to count repeated items of a tuple.,"def count_tuplex(tuplex,value):  
  count = tuplex.count(value)
  return count",929,Write a function to count repeated items of a tuple.,"['assert count_tuplex((2, 4, 5, 6, 2, 3, 4, 4, 7),4)==3', 'assert count_tuplex((2, 4, 5, 6, 2, 3, 4, 4, 7),2)==2', 'assert count_tuplex((2, 4, 7, 7, 7, 3, 4, 4, 7),7)==4']",[],,,,,,
Write a function that matches a string that has an a followed by zero or more b's by using regex.,"import re
def text_match(text):
        patterns = 'ab*?'
        if re.search(patterns,  text):
                return ('Found a match!')
        else:
                return ('Not matched!')",930,Write a function that matches a string that has an a followed by zero or more b's by using regex.,"['assert text_match(""msb"") == \'Not matched!\'', 'assert text_match(""a0c"") == \'Found a match!\'', 'assert text_match(""abbc"") == \'Found a match!\'']",[],"import re

def match_string_with_regex(string):
    pattern = r'ab*'
    match = re.match(pattern, string)
    return bool(match)",,,,,
Write a function to calculate the sum of series 1³+2³+3³+….+n³.,"import math 
def sum_series(number):
 total = 0
 total = math.pow((number * (number + 1)) /2, 2)
 return total",931,Write a function to calculate the sum of series 1³+2³+3³+….+n³.,"['assert sum_series(7)==784', 'assert sum_series(5)==225', 'assert sum_series(15)==14400']",[],"def sum_of_cubes(n):
    total = 0
    for i in range(1, n + 1):
        total += i ** 3
    return total",,,,,
Write a function to remove duplicate words from a given list of strings.,"def remove_duplic_list(l):
    temp = []
    for x in l:
        if x not in temp:
            temp.append(x)
    return temp",932,Write a function to remove duplicate words from a given list of strings.,"['assert remove_duplic_list([""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises""])==[\'Python\', \'Exercises\', \'Practice\', \'Solution\']', 'assert remove_duplic_list([""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"",""Java""])==[\'Python\', \'Exercises\', \'Practice\', \'Solution\', \'Java\']', 'assert remove_duplic_list([""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"",""C++"",""C"",""C++""])==[\'Python\', \'Exercises\', \'Practice\', \'Solution\',\'C++\',\'C\']']",[],,,,,,
Write a function to convert camel case string to snake case string by using regex.,"import re
def camel_to_snake(text):
  str1 = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', text)
  return re.sub('([a-z0-9])([A-Z])', r'\1_\2', str1).lower()",933,Write a function to convert camel case string to snake case string by using regex.,"[""assert camel_to_snake('GoogleAssistant') == 'google_assistant'"", ""assert camel_to_snake('ChromeCast') == 'chrome_cast'"", ""assert camel_to_snake('QuadCore') == 'quad_core'""]",[],,,,,,
Write a function to find the nth delannoy number.,"def dealnnoy_num(n, m): 
	if (m == 0 or n == 0) : 
		return 1
	return dealnnoy_num(m - 1, n) + dealnnoy_num(m - 1, n - 1) + dealnnoy_num(m, n - 1)",934,Write a function to find the nth delannoy number.,"['assert dealnnoy_num(3, 4) == 129', 'assert dealnnoy_num(3, 3) == 63', 'assert dealnnoy_num(4, 5) == 681']",[],,,,,,
Write a function to calculate the sum of series 1²+2²+3²+….+n².,"def series_sum(number):
 total = 0
 total = (number * (number + 1) * (2 * number + 1)) / 6
 return total",935,Write a function to calculate the sum of series 1²+2²+3²+….+n².,"['assert series_sum(6)==91', 'assert series_sum(7)==140', 'assert series_sum(12)==650']",[],"def series_sum(n):
    return sum(i**2 for i in range(1, n+1))",,,,,
Write a function to re-arrange the given tuples based on the given ordered list.,"def re_arrange_tuples(test_list, ord_list):
  temp = dict(test_list)
  res = [(key, temp[key]) for key in ord_list]
  return (res) ",936,Write a function to re-arrange the given tuples based on the given ordered list.,"['assert re_arrange_tuples([(4, 3), (1, 9), (2, 10), (3, 2)],  [1, 4, 2, 3]) == [(1, 9), (4, 3), (2, 10), (3, 2)]', 'assert re_arrange_tuples([(5, 4), (2, 10), (3, 11), (4, 3)],  [3, 4, 2, 3]) == [(3, 11), (4, 3), (2, 10), (3, 11)]', 'assert re_arrange_tuples([(6, 3), (3, 8), (5, 7), (2, 4)],  [2, 5, 3, 6]) == [(2, 4), (5, 7), (3, 8), (6, 3)]']",[],"def rearrange_tuples(tuples_list, order_list):
    # Create a dictionary to map tuple indices to their original tuples
    tuple_dict = {index: tuple for index, tuple in enumerate(tuples_list)}
    
    # Sort the indices based on the order_list
    sorted_indices = sorted(range(len(order_list)), key=lambda x: order_list[x])
    
    # Rearrange the tuples based on the sorted indices
    rearranged_tuples = [tuple_dict[index] for index in sorted_indices]
    
    return rearranged_tuples",,,,,
Write a function to count the most common character in a given string.,"from collections import Counter 
def max_char(str1):
    temp = Counter(str1) 
    max_char = max(temp, key = temp.get)
    return max_char",937,Write a function to count the most common character in a given string.,"['assert max_char(""hello world"")==(\'l\')', 'assert max_char(""hello "")==(\'l\')', 'assert max_char(""python pr"")==(\'p\')']",[],,,,,,
